timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T20:35:54,TXN100223,0.743,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5641.56
2026-09-04T20:35:54,TXN100224,0.179,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:54,TXN100225,0.279,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100226,0.674,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100227,0.337,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:54,TXN100228,0.773,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:54,TXN100229,0.602,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100230,0.693,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100231,0.307,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:54,TXN100232,0.216,Temporary network issue. A controlled retry is appropriate.,STOP,"Recovery probability is low, so another automated attempt is not justified.",1,Not recovered,0.0
2026-09-04T20:35:54,TXN100233,0.551,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100234,0.709,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Recovered,3088.79
2026-09-04T20:35:54,TXN100235,0.536,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:54,TXN100236,0.726,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,4354.71
2026-09-04T20:35:54,TXN100237,0.589,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,558.9
2026-09-04T20:35:54,TXN100238,0.052,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:54,TXN100239,0.289,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Recovered,2820.42
2026-09-04T20:35:54,TXN100240,0.316,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",2,Not recovered,0.0
2026-09-04T20:35:54,TXN100241,0.782,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100242,0.279,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100243,0.798,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,5677.72
2026-09-04T20:35:55,TXN100244,0.377,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,427.77
2026-09-04T20:35:55,TXN100245,0.208,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:55,TXN100246,0.218,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:55,TXN100247,0.06,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100248,0.168,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:55,TXN100249,0.542,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100250,0.415,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,0,Recovered,4557.14
2026-09-04T20:35:55,TXN100251,0.419,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Recovered,5898.83
2026-09-04T20:35:55,TXN100252,0.175,Temporary network issue. A controlled retry is appropriate.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:55,TXN100253,0.109,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100254,0.209,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100255,0.575,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100256,0.681,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100257,0.146,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100258,0.314,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:55,TXN100259,0.685,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,1637.31
2026-09-04T20:35:55,TXN100260,0.447,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100261,0.599,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100262,0.614,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,2272.38
2026-09-04T20:35:55,TXN100263,0.147,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,"Recovery probability is low, so another automated attempt is not justified.",0,Not recovered,0.0
2026-09-04T20:35:55,TXN100264,0.093,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer action is required before another payment attempt.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100265,0.828,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100266,0.1,Authentication failed. Customer action is required before another attempt.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:55,TXN100267,0.522,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100268,0.656,Card issuer declined the transaction. Customer may need to use another payment method.,RETRY,Temporary technical failure with a strong recovery probability.,0,Recovered,5519.83
2026-09-04T20:35:55,TXN100269,0.619,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Recovered,4544.45
2026-09-04T20:35:55,TXN100270,0.812,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100271,0.801,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100272,0.215,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100273,0.383,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100274,0.582,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer action is required before another payment attempt.,0,Not recovered,0.0
2026-09-04T20:35:55,TXN100275,0.412,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Recovery probability is moderate; customer intervention is safer.,2,Not recovered,0.0
2026-09-04T20:35:55,TXN100276,0.616,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,1,Not recovered,0.0
2026-09-04T20:35:55,TXN100277,0.578,Temporary bank-side timeout. A controlled retry may recover the payment.,STOP,Retry limit reached. Further automated attempts are blocked.,3,Not recovered,0.0
2026-09-04T20:35:55,TXN100278,0.82,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with a strong recovery probability.,0,Not recovered,0.0
